game_id,nickname1,nickname2,time,score1,score2,max1,max2,median1,median2,sum1,sum2,tpr_10_2,tpr_20_2,min_10_2,min_20_2,rating1,rating2
19364,BetterBot,arjun15,3600,549,344,73,52,19.5,20.5,429,263,1755.5,1627.75,8,8,1882,1856
19369,BetterBot,squashy,900,487,269,75,62,14,8.5,353,195,2077.2,1817.35,10,20,1927,2044
19370,STEEBot,BethMix,1200,357,393,49,67,15,12.5,262,300,1621.7,1624.9,10,20,1888,1564
19377,STEEBot,talulah,1200,343,367,68,65,16.5,15,257,263,1652.4,1575.35,10,20,1884,1579
19378,BetterBot,pandorable,300,372,305,57,62,13.5,9,275,214,1753.4,1600.15,10,20,1810,1667
19380,STEEBot,shaneabbas,1080,475,352,87,74,20,13,364,270,2172.8,1954.3,10,20,2132,1982
19387,HastyBot,auricle,900,560,357,71,71,33,10.5,461,268,1818.6,1839.4,10,20,2255,1948
19388,STEEBot,pisces223,1200,334,433,65,67,14,24,259,320,1625.3,1546.5,10,20,1885,1637
19390,BetterBot,Laju,1200,431,458,68,69,15,16.5,329,369,1880.1,1717.25,10,20,1997,1847
19391,HastyBot,shcheah,3600,419,306,53,53,18.5,15,306,230,1989,1934.45,10,20,2268,2076
19394,STEEBot,Anita,1200,399,352,52,63,17,15,296,324,1628.3,1552.2,10,20,1884,1550
19395,STEEBot,MasterYeri,900,482,416,78,70,16.5,20,385,358,1877,1786.1,10,20,2102,1936
19396,BetterBot,LIMEUJIE,900,378,400,62,74,18,18,264,322,1845.4,1720.25,10,20,2016,1848
19404,STEEBot,neymar,1200,467,392,72,64,20,19,353,317,1784.2,1642.1,10,11,2188,1948
19408,HastyBot,Esan,1200,333,479,31,68,24,27.5,244,377,2211.6,2025.85,10,20,2201,2137
19409,BetterBot,MankDemes,1200,370,367,57,68,14.5,17.5,262,286,2030.4,1808.9,10,20,1961,1500
19412,STEEBot,HivinD,900,508,365,70,69,21,16,401,280,2064,1876.9,10,20,2136,2048
19414,STEEBot,deathstar,1200,361,398,41,64,18,18,271,298,1508.4,1485.8,10,20,1814,1667
19415,BetterBot,TheGidfather,1200,326,473,62,65,19,23,237,374,1831.4,1554.65,10,20,1647,1641
19416,HastyBot,27.ching,600,702,112,78,11,25,4,557,54,1554.8,1527.4,4,4,2227,1475
19418,HastyBot,Indominus,1200,353,574,67,67,22,26,273,466,2032.4,1917.05,10,20,2342,2165
19421,BetterBot,Kathleen3,1800,380,357,54,76,17,12,268,276,2089.5,1820.95,10,20,1953,1997
19427,BetterBot,gregthaopenny,1500,468,336,71,60,11.5,15,357,277,1724.7,1492.75,10,20,1712,1653
19432,HastyBot,noahslat,600,452,431,82,68,22,17,342,365,2197.5,2022.7,10,20,2191,1865
19437,BetterBot,Matt_86,3600,371,396,43,66,15,18,266,309,2003.8,1789.1,10,20,2055,1865
19440,HastyBot,auricle,900,486,408,69,69,30,23,396,307,2064.8,1953.1,10,20,2188,1955
19441,BetterBot,pandorable,300,414,319,73,67,13,13,312,228,1750.5,1599.5,10,20,1821,1662
19451,STEEBot,Mohd.Irfan,840,433,335,73,72,16.5,17,345,243,1628.1,1564.05,4,4,2172,1734
19455,STEEBot,BeanzCyclones,1200,386,445,32,73,22,28.5,271,367,2039.1,1857.35,10,20,2132,2022
19457,BetterBot,pandorable,300,393,398,55,61,16.5,15,283,320,1679.4,1548.8,10,20,1851,1661
19458,STEEBot,sstastic,1500,508,373,88,69,32,20,427,283,2050.9,1895.25,10,20,2138,1798
19462,HastyBot,supriya,1200,398,327,87,64,18,17,293,239,1983.1,1911.75,10,20,2223,1969
19465,STEEBot,talulah,1200,422,381,62,72,19.5,11,336,274,1591.4,1511.2,10,20,1826,1626
19467,BetterBot,PVMG,660,391,430,69,78,15.5,17,303,329,1922.3,1700.15,10,20,1846,1902
19469,STEEBot,MasterYeri,900,455,473,70,91,24,29.5,351,386,2095.8,1907,10,20,2085,1969
19472,STEEBot,snorkl,1200,422,335,57,53,23,12,323,246,1968.3,1850.25,10,20,2145,2004
19473,STEEBot,Olympicnaija,1200,482,477,80,72,19.5,23,392,378,1978.6,1842.75,10,20,2124,1959
19475,STEEBot,Rexington,1200,297,504,28,73,15,27.5,201,400,2284.9,1991.9,10,20,2132,2012
19477,BetterBot,Goldenwick,1200,391,306,27,54,16,12,263,243,1359.8,1324.45,10,20,1661,1309
19478,BetterBot,Zynx,780,343,369,53,72,17,15.5,260,264,2061.8,1815.6,10,20,1953,1910
19479,BetterBot,PVMG,300,346,561,67,82,18,23.5,258,455,1994.9,1748.25,10,20,1906,1903
19480,BetterBot,davidavid,900,395,335,69,72,17,10,312,230,1809.2,1684.05,10,20,1964,1848
19484,BetterBot,Juma,1200,436,308,66,33,13,17,325,231,1604,1616.6,10,20,1962,1621
19487,STEEBot,HivinD,900,611,308,72,55,28,16.5,500,231,2003.6,1882.85,10,20,2150,2099
19488,STEEBot,Meiira4c,1200,432,356,64,62,18,21.5,328,268,1764.4,1733.55,10,20,2074,1557
19490,HastyBot,KongCH,1200,420,471,55,81,24,28,305,396,2101.4,1960.75,10,20,2213,2129
19498,BetterBot,Nixaplayswords,900,299,410,39,62,12,19,205,316,2265.3,1897.8,10,20,2036,2089
19499,STEEBot,Elvygrace,1200,556,108,71,9,16,3,414,62,1867.6,1818.65,10,20,2100,1476
19501,STEEBot,UcheVictor,1200,410,484,77,87,20,19.5,309,396,1942.7,1823.55,10,20,2152,1922
19504,HastyBot,Spiceman,3600,403,455,70,77,18,28,312,356,1610.8,1555.4,2,2,2285,1820
19506,STEEBot,Lola,1500,399,382,59,71,25,17,298,293,1869.3,1702.5,10,13,2171,1893
19508,STEEBot,rak1507,600,389,347,64,50,20,13.5,297,252,2008.8,1804.8,10,20,2039,1925
19510,BetterBot,Shariveen19,900,409,268,66,34,16,11,309,179,1529.9,1514.95,3,3,2008,1773
19515,HastyBot,wagyus,1200,465,552,71,107,29.5,20.5,379,439,2092.3,1974.4,10,20,2160,2103
19516,STEEBot,Glilac,1200,400,484,72,65,24,36.5,290,392,1924.9,1796.15,10,20,2149,2059
19518,BetterBot,LeChamp21,840,467,302,89,44,16.5,16,350,224,1658.8,1648.05,10,20,1989,1659
19519,HastyBot,afeicher,1200,479,318,85,66,23,11,377,229,1655.1,1636.55,10,20,2012,1392
19521,STEEBot,sbush,1200,478,382,72,70,31,20,384,288,1688.2,1558.9,10,20,1863,1801
19526,BetterBot,CobaltBlue,1200,473,347,75,64,18,17,359,261,1419.4,1343.6,10,20,1694,1500
19528,STEEBot,bbharath,600,460,430,86,74,17,12,373,347,1966.1,1785,10,20,2118,1911
19533,HastyBot,Vishy56789,1200,448,296,74,75,19,11.5,340,215,1992.2,1829.95,10,20,1962,1726
19540,BetterBot,pandorable,300,386,272,74,34,14,10.5,274,196,1648.9,1559.8,10,20,1889,1635
19544,BetterBot,Nethindu2008,3300,464,313,65,53,17,14,358,230,1533.3,1516.65,3,3,1991,1508
19545,STEEBot,NicHong,300,489,449,63,90,31.5,16.5,388,360,1566,1533,4,4,2133,1914
19546,HastyBot,bubbat,720,382,417,68,63,20.5,24,301,297,1672.8,1591.25,10,12,1995,1737
19548,STEEBot,Uzams,1200,464,237,75,23,23,13,339,171,2049.6,1901.9,10,20,2183,1837
19549,BetterBot,SCHPOTT,1200,338,375,55,72,15,18.5,234,290,1877.6,1722.7,10,14,1945,1869
19552,BetterBot,Meith,1200,382,418,63,66,19,16.5,291,321,1799.4,1649.7,6,6,1976,2038
19556,HastyBot,shcheah,3600,570,393,82,123,28,15,458,316,2162.7,1993.1,10,20,2186,2104
19560,STEEBot,Goldenlamb,1200,396,424,71,76,20,24,287,335,2047.7,1854.2,10,20,2102,2015
19569,BetterBot,meetsumeet,720,412,414,66,69,19,15.5,314,313,2092.9,1796.9,10,14,1828,1910
19570,STEEBot,Leo,600,444,320,79,79,19,17,345,260,1773.5,1621.65,10,20,1879,1699
19572,BetterBot,yss,1200,417,356,66,68,18,7,315,393,1831.9,1711,10,20,2097,1919
19573,BetterBot,tramper,1200,258,462,25,60,12.5,21,175,377,2125.5,1847.15,10,20,1988,2101
19574,BetterBot,pandorable,300,470,309,76,42,16,13,366,219,1639.3,1531.15,10,20,1796,1671
19584,BetterBot,Goldenwick,1200,356,321,81,26,13,14,267,221,1280.9,1276.15,10,20,1707,1305
19586,BetterBot,Crookshanks,1500,306,420,28,70,10,17,203,329,2117.2,1843.1,10,20,1925,2020
19592,BetterBot,CobaltBlue,1200,374,229,41,24,14.5,9.5,257,152,1436.1,1346.55,10,20,1692,1500
19599,BetterBot,ArthurB,1200,389,413,62,59,12.5,18,295,316,1752.6,1520.3,10,20,1641,1576
19603,STEEBot,GNIK,1140,445,353,65,59,26,15,349,260,2021.6,1793.4,10,20,2164,2089
19606,STEEBot,Goldenlamb,1200,515,487,70,78,32,29,412,401,2180.9,1944.25,10,20,2142,2038
19610,BetterBot,BobVanech,1200,414,318,54,55,18,15,307,237,1612.4,1474.3,10,20,1704,1594
19612,BetterBot,bbharath,300,388,395,71,66,16,12,302,291,1890.5,1739.95,10,20,1870,1863
19613,STEEBot,Abdulmumin,1200,441,529,70,95,28,31,347,430,2468,2105.65,10,20,2106,2211
19616,BetterBot,pandorable,300,332,306,29,73,12,8,225,224,1804.3,1659.85,10,20,1869,1683
19617,HastyBot,Edemaro,1200,589,382,86,64,31,14,499,330,1818,1822.8,10,20,2180,1847
19622,HastyBot,tarkovsky7,3600,462,450,84,82,22,24,369,347,1736.6,1625.85,10,12,2041,1813
19624,HastyBot,royster,1500,446,352,81,69,18,16,359,319,1849.7,1717.05,10,20,2009,1754
19625,BetterBot,kar2008,1200,382,489,94,64,18,26,301,379,1989.1,1723.3,10,20,1624,1860
19634,HastyBot,tarkovsky7,3600,484,509,93,99,19,19.5,405,391,2126.4,1882.4,10,20,2071,1915
19638,BetterBot,Kovert,1800,367,324,74,33,16,19.5,275,227,1652.7,1449.4,10,20,1697,1754
19641,BetterBot,oranggua,1200,436,259,75,39,19,10,334,191,1628,1458.5,10,20,1722,1536
19642,STEEBot,Arindam,1200,436,365,54,67,15.5,17.5,319,366,1860.5,1692.1,10,12,2138,1809
19643,HastyBot,Esan,1200,522,410,78,66,24,17,418,324,2170.2,2000.65,10,20,2243,2076
19649,BetterBot,HivinD,900,418,501,73,78,19,23,313,418,1933.5,1845.6,10,20,1982,2039
19652,STEEBot,Goldenlamb,1200,385,448,55,66,19,20,294,351,2243.5,2013.25,10,20,2111,2119
19656,BetterBot,daylight,1200,323,251,57,71,21,13,248,193,2002.2,1764.4,10,18,1964,1895
19658,BetterBot,pandorable,300,332,316,45,63,15.5,14,241,219,1662.4,1584.5,10,20,1912,1687
19660,BetterBot,Kathleen3,1800,356,390,65,72,17,17.5,262,296,2244.8,1904.05,10,20,2002,2198
19661,BetterBot,tbro,1200,355,316,74,42,12,12.5,246,242,1450.2,1475.1,5,5,1689,1508
19665,STEEBot,Lola,1800,503,398,69,74,21,21,394,319,1992.4,1850.25,10,20,2180,2009
19667,HastyBot,sbush,1200,485,435,96,70,21.5,25,371,346,1749.3,1709.4,10,20,2029,1822
19668,STEEBot,Anita,1200,425,352,72,74,18,18,317,270,1573.6,1424.35,10,20,1865,1560
19671,BetterBot,ArthurB,1200,348,383,39,67,15.5,19.5,238,302,1919.9,1607,10,20,1675,1586
19673,STEEBot,HivinD,900,484,400,73,65,24,17,375,320,1989,1847.2,10,20,2136,2028
19675,BetterBot,pandorable,300,343,339,59,75,13,15.5,234,257,1743.6,1642.4,10,20,1898,1646
19679,HastyBot,peter3000,1020,471,327,72,79,22,16,363,236,2373,2123.3,10,20,2175,2124
19681,HastyBot,shyspot,3600,398,452,72,66,19.5,20,296,365,1539.4,1519.7,5,5,2042,1797
19682,HastyBot,sungoer,2700,473,480,64,70,24.5,21,370,393,1911.2,1749.85,10,20,1987,1840
19683,BetterBot,Laju,1200,398,391,77,67,12.5,13,309,292,1813.1,1694.7,10,20,1935,1817
19687,BetterBot,davidavid,900,322,353,38,66,19.5,16.5,227,258,1753.1,1684.7,10,20,2013,1835
19688,STEEBot,SirLee,1800,378,439,81,73,21,20,295,332,1808.7,1654.35,5,5,2146,2091
19690,BetterBot,cccc,1200,428,353,63,69,17.5,14,328,428,1577.6,1410.1,10,20,1710,1625
19692,HastyBot,mytbear,1200,438,424,56,70,25,29,332,339,2250.4,2062.2,10,20,2228,2095
19694,BetterBot,MankDemes,1200,370,401,70,68,18.5,11,282,282,1959.2,1738.85,10,15,1940,1500
19704,BetterBot,MagiKrap,3600,462,330,72,64,17,17,340,263,1968.6,1756.95,10,20,1959,1948
19707,HastyBot,GrubbTime,180,519,405,82,68,29,30,397,401,1891.5,1823.1,10,20,2157,1892
19714,BetterBot,PVMG,900,397,436,68,103,18,19,308,336,2221.6,1831.95,10,20,2013,2084
19715,BetterBot,Raihan,1080,405,343,78,66,14,12,297,263,1579.9,1564.65,10,13,2003,1767
19717,BetterBot,jodel,1200,393,478,68,80,17,21,303,401,2049.5,1806.8,10,20,1986,2089
19723,BetterBot,BeautifulWaste,840,375,396,55,63,15.5,12,299,294,1913.4,1768.45,10,20,1922,1830
19726,BetterBot,tramper,1200,503,353,84,64,23.5,19,392,262,1865.8,1682.9,5,5,2007,2091
19731,STEEBot,Kii,900,515,301,94,69,17,11,395,231,1883.4,1793.75,10,20,2101,1890
19737,STEEBot,pisces223,1200,422,293,65,34,17,13,324,198,1442.4,1456.5,10,20,1892,1625
19738,STEEBot,HivinD,900,364,512,41,124,20,15.5,281,401,2368.6,2041.05,10,20,2145,2115
19741,HastyBot,Matt_86,3600,491,382,67,67,32,20.5,396,285,1813.1,1796.85,10,20,2210,1952
19743,BetterBot,220674_ZAVEPHUA,900,415,291,69,38,17.5,18,321,225,1717.6,1608.8,8,8,1992,1503
19749,STEEBot,MYJTehx,900,413,363,62,68,22,16,302,286,1749.4,1664.9,10,20,2099,1834
19753,BetterBot,ruby43,1200,435,287,68,31,20.5,10,339,195,1577.8,1406.3,10,20,1641,1590
19755,HastyBot,noahslat,1200,417,425,67,82,21,20.5,333,317,2129.6,1991.35,10,20,2277,1887
19758,STEEBot,dystopianist,1500,457,347,79,59,16,18,349,257,1629.7,1565,10,20,1837,1714
19759,BetterBot,tramper,1200,393,373,60,56,16,20,276,299,2178.6,1879.75,10,20,2007,2182
19762,HastyBot,ccm,1200,476,359,66,45,16.5,21,374,306,1630.2,1614.65,10,20,2064,1689
19767,BetterBot,Venater,1200,353,358,74,67,13,12,260,280,1453.1,1388.1,10,20,1740,1442
19768,BetterBot,gopostal24,1200,480,342,75,69,19,18,379,320,1503,1423.4,10,20,1709,1661
19772,HastyBot,thisguy,3600,528,319,81,64,24,19,410,245,1706.4,1677.7,10,20,2006,1834
19773,HastyBot,Vishy56789,1200,539,513,84,74,27.5,41.5,436,425,1726.9,1679.5,10,20,2053,1748
19774,HastyBot,NoelL,1200,448,393,67,71,20,17,348,301,2055.1,1938.65,10,20,2272,2051
19776,HastyBot,bubbat,720,356,453,65,77,21,21,255,361,1944.8,1778.9,10,20,1990,1787
19779,BetterBot,Tueyhom,780,371,322,79,52,12,11.5,287,217,1794.6,1697.45,10,20,1997,1872
19783,STEEBot,Goldenlamb,1200,410,418,74,74,15.5,22,304,335,2137.8,1943.9,10,20,2123,2058
19784,STEEBot,orlyns,1020,415,505,74,83,21.5,21,318,413,2172.2,1945.65,10,20,2165,2038
19793,STEEBot,Rexington,1200,397,379,66,34,21,22,307,281,2260.9,1970.35,10,20,2169,2045
19795,HastyBot,MSHS-21LEEJINYIH,1200,478,347,63,61,21.5,20,373,261,1917.5,1871.4,10,20,2229,1870
19803,HastyBot,bubbat,720,480,392,87,68,25.5,15,398,285,1860.9,1722.45,10,20,2037,1825
19814,HastyBot,joelimus,300,475,463,77,82,21,28,367,376,1942.9,1796.2,10,20,2099,2026
19817,STEEBot,Avinesh,900,533,245,74,39,23,18,397,246,1576.3,1538.15,5,5,2166,1756
19825,HastyBot,Matt_86,3600,393,456,70,65,19.5,17.5,306,355,2102,1995.65,10,20,2240,1978
19829,STEEBot,Tazz,900,459,357,90,62,19,21,337,282,1834.8,1796.3,10,20,2130,1667
19830,BetterBot,SQUID,1200,502,306,79,62,21,8,389,249,1832.2,1698.1,10,20,1987,1705
19834,BetterBot,LeChamp21,840,446,278,72,25,12,13,334,197,1726.6,1650.75,10,20,1978,1642
19835,STEEBot,cudbear,1200,304,414,24,78,18.5,19,206,323,1839.1,1786.6,10,20,2152,2018
19837,STEEBot,Goldenlamb,1200,416,340,63,45,16.5,16,322,240,1780.7,1752.25,10,20,2154,1938
19841,STEEBot,Favournew,1020,481,334,72,60,20,13,367,291,1747.5,1730.5,10,20,2238,1779
19842,STEEBot,Kii,900,404,368,76,87,16,10.5,302,281,1940.6,1849.6,10,20,2166,1876
19846,BetterBot,Venater,1200,412,356,77,53,12,13.5,328,251,1640.9,1468.8,10,20,1713,1442
19848,BetterBot,tramper,1200,279,430,63,66,7.5,13,194,324,2245.6,1926.2,10,20,1963,2263
19850,BetterBot,frz,1200,401,440,65,58,19.5,20,307,338,2314.5,1928.9,10,15,1989,2130
19851,STEEBot,Willeford,1200,421,422,63,74,23,19,308,344,1886.3,1658.8,10,20,1798,1843
19853,STEEBot,Kii,900,436,377,65,59,17,22.5,334,287,1887.3,1794.2,10,20,2159,1875
19855,STEEBot,Glilac,1200,489,428,74,67,21,24,386,343,2022.6,1851.35,10,20,2205,2093
19867,STEEBot,MSHS-21KADMUSLEE,960,424,432,58,91,26,20,332,335,1978.1,1849.15,10,20,2129,1835
19868,STEEBot,deathstar,1200,385,345,59,63,20,16,296,244,1574.8,1529.6,10,20,1870,1598
19869,STEEBot,rak1507,600,362,458,40,78,16,19,261,370,2038.4,1868.8,10,20,2155,2069
19871,STEEBot,Goldenlamb,1200,395,506,37,99,19,24,310,403,2259.9,1992.8,10,20,2122,2086
19878,HastyBot,gameatiruth,1200,444,337,77,72,20,19,343,249,2075.9,1944.3,10,20,2234,2109
19880,STEEBot,yiyang05,3600,430,417,63,71,25,16,339,319,1877.6,1688.8,10,10,2147,1894
19887,STEEBot,AWFUL,1080,363,510,61,87,20,20.5,279,403,1699,1599.5,5,5,2227,2135
19891,STEEBot,verajoan,1500,403,316,64,55,21,14,306,222,1879.8,1787.6,10,20,2121,1867
19892,STEEBot,talulah,1200,351,344,64,88,15,12,250,257,1501.2,1470.95,10,20,1901,1579
19893,BetterBot,tramper,1200,405,394,68,132,15,15,307,302,2172.7,1883.35,10,20,2034,2196
19900,STEEBot,talulah,1200,462,269,68,60,21.5,9,362,180,1559,1497.45,10,20,1802,1583
19904,HastyBot,NoelL,1200,638,242,79,27,31,16,523,166,1932.1,1877.6,10,20,2280,1984
19908,HastyBot,bubbat,720,421,352,68,64,22,14.5,308,268,1655.6,1652.65,10,20,2078,1785
19909,BetterBot,pandorable,300,346,353,31,75,17,15,238,272,1667.3,1584.4,10,20,1913,1632
19911,BetterBot,Galena,480,406,309,64,31,16,10,315,209,1505.9,1419.5,10,20,1751,1520
19913,BetterBot,Crookshanks,1500,359,450,70,76,14,19,269,350,1984.4,1781.8,10,20,2040,1908
19923,BetterBot,Laju,1200,333,426,64,43,14,19,250,317,1734.3,1684.8,10,20,1965,1798
19925,STEEBot,Glilac,1200,544,380,72,63,31.5,19,445,287,2182.9,1888.8,10,16,2090,2133
19934,BetterBot,Anita,1200,343,424,56,65,18,14.5,258,314,1442.1,1394.45,10,20,1701,1551
19936,STEEBot,Rexington,1200,489,385,75,59,20,20.5,389,289,2318.9,2029.15,10,20,2231,2106
19938,BetterBot,Inandoutworker,3600,377,415,62,68,13,19.5,282,320,1711,1652.45,10,20,1979,1473
19939,HastyBot,meganlmz,780,478,408,71,79,22,20.5,389,336,1658.8,1579.4,5,5,2239,1846
19941,BetterBot,dathanl,1200,398,325,79,44,14,14,306,229,1909.7,1653.55,10,15,1656,1633
19942,HastyBot,TrentonTron,3600,404,421,80,74,17.5,21,315,320,1796.6,1701.9,10,20,2058,1954
19948,STEEBot,saint,1200,326,348,29,61,15,13,229,251,2075.7,1778.15,10,20,1879,1972
19949,BetterBot,Zepthyeo,1080,342,343,70,64,12,13.5,245,252,1632.2,1593.6,10,18,1916,1630
19959,BetterBot,rasnz,900,452,266,53,21,16,14.5,322,218,1761.6,1663.85,10,17,1912,1749
19972,STEEBot,ahmadthegreat,900,471,432,65,66,22.5,20,367,344,1941.8,1842.75,10,20,2143,1939
19973,BetterBot,phil-s,1500,348,355,77,64,12,15,258,254,1753.1,1578.5,10,15,1687,1569
19974,BetterBot,MarieDee,1200,376,451,54,69,18.5,20.5,280,359,2263.2,1920,10,20,1922,2034
19980,STEEBot,WELCOME,3600,467,349,63,60,23,19.5,330,286,2084.4,1792.2,10,10,2126,2004
19992,BetterBot,Kev,900,529,197,86,45,16,9,389,307,1573.7,1561.05,10,20,1934,1716
19993,STEEBot,Tazz,900,280,429,58,79,18.5,23,210,351,1779.4,1730.85,10,20,2125,1684
19995,BetterBot,TT9000,900,369,441,75,73,19,15.5,275,344,1690.8,1484.85,10,20,1733,1500
20002,HastyBot,shreyas3,600,436,424,66,81,17.5,20,346,445,1867.5,1788.4,10,20,2182,1736
20006,HastyBot,gameatiruth,1200,541,423,133,65,27,29,431,340,1869.4,1881.3,10,20,2297,2017
20019,STEEBot,atay8,1200,431,343,69,42,19.5,15,336,246,2279.6,2009.2,10,20,2071,2184
20020,STEEBot,talulah,1200,391,380,68,79,17,17,300,283,1638.5,1604.1,10,20,1833,1615
20028,STEEBot,plunder1,300,417,426,55,72,24,17,308,357,1520,1499.95,10,20,1941,1534
20029,STEEBot,cudbear,1200,468,381,78,73,23,14,362,291,2149.4,1954.35,10,20,2141,2071
20030,HastyBot,Matt_86,3600,458,306,65,52,30.5,14,362,210,1934.5,1881.65,10,20,2247,1952
20031,BetterBot,pandorable,300,426,305,74,62,11.5,16,305,235,1686.1,1575.75,10,20,1835,1663
20034,HastyBot,NoelL,1200,589,375,69,61,33,20,472,297,1874.6,1872.6,10,20,2218,2006
20039,BetterBot,Laju,1200,346,344,37,55,15,13.5,235,266,1908,1742.65,10,20,1985,1781
20041,BetterBot,Lydker,1500,381,467,86,63,12,21,290,363,1705.2,1476.6,10,20,1723,1704
20044,BetterBot,pandorable,300,481,263,63,23,14,10,368,180,1693.2,1575.5,10,20,1854,1668
20052,BetterBot,ihatechelsea,3600,394,374,51,73,12,12.5,279,297,1509.9,1504.95,2,2,2001,1925
20053,BetterBot,Gtowngrad,1020,365,333,84,46,10,13,275,235,1377.9,1336.8,10,20,1638,1383
20054,STEEBot,proton2020,1200,392,509,66,70,21,23,313,397,2174.3,1937.6,10,20,2108,1979
20056,BetterBot,pandorable,300,422,359,64,75,17,12,305,287,1819.5,1627.25,10,20,1801,1699
20058,STEEBot,HivinD,900,445,449,57,65,23,27,346,360,1793.5,1760.1,10,20,2192,2042
20067,HastyBot,Indominus,1200,545,353,66,61,30,22,435,275,2020.3,1918.1,10,20,2336,2171
20074,BetterBot,kar2008,1200,418,379,69,55,20,19,323,282,1733.8,1526.6,10,20,1667,1777
20079,BetterBot,kar2008,1200,351,575,66,82,20,24,274,455,1887.2,1589.65,10,20,1680,1847
20082,STEEBot,nykxis,1200,475,402,79,72,23.5,15,364,324,2060.6,1904.55,10,20,2112,2045
20083,HastyBot,chrisdon8tsalot,780,411,326,69,73,21,9,312,262,1892.1,1623.05,10,20,1980,1791
20084,BetterBot,pandorable,300,422,449,71,114,21,15,330,339,1664,1540.35,10,20,1826,1661
20085,STEEBot,adityaputra,1200,361,501,63,83,24,20,280,394,1540.7,1520.35,3,3,2117,1962
20089,BetterBot,MankDemes,1200,408,390,68,61,14,18.5,310,298,1914.6,1734.7,10,20,1959,1500
20090,HastyBot,NoelL,1200,452,332,58,61,23,15,359,236,2066.3,1941.85,10,20,2197,2039
20095,HastyBot,thraoph,1200,496,462,76,83,31,20,409,358,2261.5,2109.45,10,20,2166,2138
20096,BetterBot,pandorable,300,437,321,64,60,21,11,331,239,1671.9,1553.85,10,20,1829,1647
20099,BetterBot,davidavid,900,363,312,82,68,14,13,269,212,1684.5,1592.25,6,6,1904,1868
20100,BetterBot,pandorable,300,403,394,81,65,17,15.5,315,288,1686.4,1569.6,10,20,1866,1733
20104,BetterBot,Kathleen3,1800,383,392,60,36,9,16,286,294,1922.8,1715.9,10,20,1963,1976
20108,BetterBot,katrushka,1200,398,280,65,27,15.5,12,297,191,1701.3,1498.8,10,20,1598,1603
20115,BetterBot,sl1000,3600,447,318,73,57,12,13.5,349,225,1846.2,1687.4,10,15,2013,1825
20124,STEEBot,rawich,3300,415,296,61,53,19,11,309,214,1565.5,1532.75,5,5,2167,1802
20127,BetterBot,randyhersom,420,349,370,65,64,11.5,14,252,279,1888.3,1694.15,10,11,1708,1847
20139,BetterBot,SGT_SMJKSH,900,413,274,70,33,14.5,9,297,199,1505.6,1502.8,2,2,2020,1805
20141,BetterBot,Laju,1200,457,299,53,29,15,12,344,223,1775,1693.8,10,20,1944,1833
20142,HastyBot,saracen256,1200,564,309,83,39,32,21.5,470,242,1889.2,1858,10,20,2270,1873
20144,HastyBot,auricle,900,406,393,95,73,20,16,308,299,1814.2,1833.9,10,20,2264,1954
20147,STEEBot,snorkl,1200,544,419,89,68,30.5,22,441,330,1812,1751.35,10,20,2050,1902
20148,STEEBot,jayaska,1200,348,414,39,70,17,15.5,260,313,1679.2,1589.6,5,5,2104,1936
20149,STEEBot,Leo,600,297,486,33,60,18,17,214,376,1942.3,1688.45,10,20,1813,1749
20153,BetterBot,NurdiniDelisha,900,434,178,71,19,18,12,340,154,1624.4,1633.1,10,20,1987,1981
20154,BetterBot,CobaltBlue,1200,321,185,70,28,16,13,237,133,1441.3,1366.65,10,20,1689,1500
20155,HastyBot,MMAViswanathan2741,300,552,122,75,14,24.5,4,442,69,1753.2,1744.65,10,20,2153,1154
20157,BetterBot,gopostal24,1200,378,456,52,65,14,19,271,372,1747,1524.7,10,20,1724,1648
20159,STEEBot,Trayz,1440,500,356,60,47,28,20.5,401,266,1965,1823.45,10,20,2116,1982
20166,STEEBot,Rexington,1200,376,401,30,66,19,19,272,313,1968.3,1824.15,10,20,2145,2038
20167,BetterBot,Goldenwick,1200,358,269,62,24,14,12,256,178,1349.1,1352.3,10,20,1632,1382
20184,BetterBot,davidavid,900,382,345,56,71,13,15,276,262,1925.5,1732.15,10,20,2028,1859
20186,STEEBot,Rexington,1200,516,372,80,75,24.5,19.5,404,291,2012.4,1843.15,10,20,2171,2060
20193,HastyBot,Rlowengrub,1200,444,240,79,59,19.5,7,324,195,1620.1,1608.1,10,20,2068,1253
20197,BetterBot,Toronto2,1200,406,406,80,72,20,16,309,315,1468.3,1403.55,10,18,1696,1520
20198,STEEBot,KoalaJ,1200,459,497,71,65,24.5,35,355,410,2105.5,1921.2,10,20,2141,2153
20201,HastyBot,DonkeyYote,1500,538,357,90,72,20,12,417,290,1556.9,1528.45,6,6,1978,1801
20205,HastyBot,bubbat,720,428,412,61,79,20,21.5,338,311,1645.5,1599.8,10,20,1967,1815
20207,HastyBot,Manop,1200,391,390,57,65,22.5,17,285,308,1822,1661,9,9,2237,1900
20212,HastyBot,Esan,1200,613,449,84,72,61.5,26,515,345,2002.8,1930.05,10,20,2244,2077
20213,BetterBot,cityboy,1200,532,311,164,29,16,13,433,219,1943.4,1702.7,10,20,1752,1776
20219,HastyBot,tarkovsky7,3600,352,268,76,80,23,16,263,309,1958.9,1812,10,20,2033,1875
20221,HastyBot,tarkovsky7,3600,423,410,65,59,23.5,22,324,320,1889.8,1766.85,10,20,2063,1870
20222,BetterBot,Toronto2,1200,496,374,69,68,16,12,381,290,1314.5,1342.7,10,20,1749,1453
